text,label
"Unverified social media reports secretly proves that eating garlic prevents all viruses Unverified social media reports secretly proves that eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government confirmed an update to water supply management The state government confirmed an update to water supply management, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim secretly proves that banks will seize everyone's savings overnight A shocking new claim secretly proves that banks will seize everyone's savings overnight. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials released its quarterly report on road safety measures Local police officials released its quarterly report on road safety measures, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health confirmed an update to infrastructure development The Ministry of Health confirmed an update to infrastructure development, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A secret insider reveals the shocking truth that the moon landing was staged in a studio A secret insider reveals the shocking truth that the moon landing was staged in a studio. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"An anonymous online post spreads the rumor that a magic fruit cures cancer instantly An anonymous online post spreads the rumor that a magic fruit cures cancer instantly. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission held a press conference regarding tax filing deadlines The election commission held a press conference regarding tax filing deadlines, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document insists without any proof that a magic fruit cures cancer instantly A mysterious leaked document insists without any proof that a magic fruit cures cancer instantly. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The central government signed an agreement concerning tax filing deadlines The central government signed an agreement concerning tax filing deadlines, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports secretly proves that the internet will shut down forever tomorrow Unverified social media reports secretly proves that the internet will shut down forever tomorrow. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A shocking new claim spreads the rumor that a famous politician is secretly a robot A shocking new claim spreads the rumor that a famous politician is secretly a robot. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The central government released its quarterly report on water supply management The central government released its quarterly report on water supply management, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The weather department reported a change in air quality monitoring The weather department reported a change in air quality monitoring, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A viral WhatsApp message claims that a celebrity secretly died years ago A viral WhatsApp message claims that a celebrity secretly died years ago. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A shocking new claim spreads the rumor that banks will seize everyone's savings overnight A shocking new claim spreads the rumor that banks will seize everyone's savings overnight. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials confirmed an update to infrastructure development Local police officials confirmed an update to infrastructure development, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A secret insider spreads the rumor that 5G towers are controlling people's minds A secret insider spreads the rumor that 5G towers are controlling people's minds. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The central government signed an agreement concerning tax filing deadlines The central government signed an agreement concerning tax filing deadlines, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post warns everyone that the moon landing was staged in a studio A trending Facebook post warns everyone that the moon landing was staged in a studio. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"An unnamed source reveals the shocking truth that a famous politician is secretly a robot An unnamed source reveals the shocking truth that a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Reserve Bank of India scheduled a meeting to discuss air quality monitoring The Reserve Bank of India scheduled a meeting to discuss air quality monitoring, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The stock exchange regulator reported a change in road safety measures The stock exchange regulator reported a change in road safety measures, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document exposes how a magic fruit cures cancer instantly A mysterious leaked document exposes how a magic fruit cures cancer instantly. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The United Nations scheduled a meeting to discuss vaccination drives The United Nations scheduled a meeting to discuss vaccination drives, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document warns everyone that drinking hot water cures all diseases A mysterious leaked document warns everyone that drinking hot water cures all diseases. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post reveals the shocking truth that vaccines contain tracking chips A trending Facebook post reveals the shocking truth that vaccines contain tracking chips. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post exposes how banks will seize everyone's savings overnight A trending Facebook post exposes how banks will seize everyone's savings overnight. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials approved a budget allocation for school curriculum changes Local police officials approved a budget allocation for school curriculum changes, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The election commission released its quarterly report on digital payment regulations The election commission released its quarterly report on digital payment regulations, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health issued official guidelines for vaccination drives The Ministry of Health issued official guidelines for vaccination drives, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A bizarre conspiracy theory secretly proves that vaccines contain tracking chips A bizarre conspiracy theory secretly proves that vaccines contain tracking chips. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A bizarre conspiracy theory claims that eating garlic prevents all viruses A bizarre conspiracy theory claims that eating garlic prevents all viruses. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post reveals the shocking truth that a famous politician is secretly a robot A trending Facebook post reveals the shocking truth that a famous politician is secretly a robot. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A bizarre conspiracy theory insists without any proof that vaccines contain tracking chips A bizarre conspiracy theory insists without any proof that vaccines contain tracking chips. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post claims that banks will seize everyone's savings overnight A trending Facebook post claims that banks will seize everyone's savings overnight. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A trending Facebook post spreads the rumor that 5G towers are controlling people's minds A trending Facebook post spreads the rumor that 5G towers are controlling people's minds. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A secret insider spreads the rumor that the moon landing was staged in a studio A secret insider spreads the rumor that the moon landing was staged in a studio. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Unverified social media reports shows undeniable evidence that vaccines contain tracking chips Unverified social media reports shows undeniable evidence that vaccines contain tracking chips. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Supreme Court published new data on employment statistics The Supreme Court published new data on employment statistics, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A bizarre conspiracy theory warns everyone that 5G towers are controlling people's minds A bizarre conspiracy theory warns everyone that 5G towers are controlling people's minds. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"An unnamed source spreads the rumor that drinking hot water cures all diseases An unnamed source spreads the rumor that drinking hot water cures all diseases. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Ministry of Health issued official guidelines for infrastructure development The Ministry of Health issued official guidelines for infrastructure development, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An anonymous online post shows undeniable evidence that a famous politician is secretly a robot An anonymous online post shows undeniable evidence that a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"Unverified social media reports insists without any proof that the moon landing was staged in a studio Unverified social media reports insists without any proof that the moon landing was staged in a studio. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The weather department reported a change in urban housing projects The weather department reported a change in urban housing projects, based on documents reviewed by reporters. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim reveals the shocking truth that 5G towers are controlling people's minds A shocking new claim reveals the shocking truth that 5G towers are controlling people's minds. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The state government announced a new policy on railway ticket pricing The state government announced a new policy on railway ticket pricing, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A mysterious leaked document spreads the rumor that drinking hot water cures all diseases A mysterious leaked document spreads the rumor that drinking hot water cures all diseases. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The finance ministry approved a budget allocation for air quality monitoring The finance ministry approved a budget allocation for air quality monitoring, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A shocking new claim warns everyone that eating garlic prevents all viruses A shocking new claim warns everyone that eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A viral WhatsApp message warns everyone that a celebrity secretly died years ago A viral WhatsApp message warns everyone that a celebrity secretly died years ago. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Ministry of Health announced a new policy on agricultural subsidies The Ministry of Health announced a new policy on agricultural subsidies, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government clarified the rules around infrastructure development The central government clarified the rules around infrastructure development, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The city municipal corporation signed an agreement concerning vaccination drives The city municipal corporation signed an agreement concerning vaccination drives, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A miracle cure rumor shows undeniable evidence that the internet will shut down forever tomorrow A miracle cure rumor shows undeniable evidence that the internet will shut down forever tomorrow. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A secret insider shows undeniable evidence that the moon landing was staged in a studio A secret insider shows undeniable evidence that the moon landing was staged in a studio. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The railway ministry scheduled a meeting to discuss water supply management The railway ministry scheduled a meeting to discuss water supply management, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post reveals the shocking truth that a magic fruit cures cancer instantly A trending Facebook post reveals the shocking truth that a magic fruit cures cancer instantly. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"An anonymous online post insists without any proof that eating garlic prevents all viruses An anonymous online post insists without any proof that eating garlic prevents all viruses. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The weather department announced a new policy on digital payment regulations The weather department announced a new policy on digital payment regulations, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post reveals the shocking truth that eating garlic prevents all viruses A trending Facebook post reveals the shocking truth that eating garlic prevents all viruses. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials began an investigation into road safety measures Local police officials began an investigation into road safety measures, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The weather department issued official guidelines for school curriculum changes The weather department issued official guidelines for school curriculum changes, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports insists without any proof that the government is hiding aliens Unverified social media reports insists without any proof that the government is hiding aliens. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document spreads the rumor that the government is hiding aliens A mysterious leaked document spreads the rumor that the government is hiding aliens. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The central government scheduled a meeting to discuss road safety measures The central government scheduled a meeting to discuss road safety measures, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health published new data on digital payment regulations The Ministry of Health published new data on digital payment regulations, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government issued official guidelines for public healthcare spending The state government issued official guidelines for public healthcare spending, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post exposes how the moon landing was staged in a studio A trending Facebook post exposes how the moon landing was staged in a studio. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Supreme Court signed an agreement concerning water supply management The Supreme Court signed an agreement concerning water supply management, as reported by multiple credited news agencies. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Supreme Court reported a change in infrastructure development The Supreme Court reported a change in infrastructure development, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Ministry of Health issued official guidelines for agricultural subsidies The Ministry of Health issued official guidelines for agricultural subsidies, as confirmed by department spokespersons. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"Unverified social media reports insists without any proof that eating garlic prevents all viruses Unverified social media reports insists without any proof that eating garlic prevents all viruses. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission signed an agreement concerning road safety measures The election commission signed an agreement concerning road safety measures, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A miracle cure rumor claims that a magic fruit cures cancer instantly A miracle cure rumor claims that a magic fruit cures cancer instantly. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"Unverified social media reports shows undeniable evidence that a celebrity secretly died years ago Unverified social media reports shows undeniable evidence that a celebrity secretly died years ago. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The election commission began an investigation into digital payment regulations The election commission began an investigation into digital payment regulations, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The Reserve Bank of India clarified the rules around water supply management The Reserve Bank of India clarified the rules around water supply management, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source shows undeniable evidence that vaccines contain tracking chips An unnamed source shows undeniable evidence that vaccines contain tracking chips. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A miracle cure rumor spreads the rumor that banks will seize everyone's savings overnight A miracle cure rumor spreads the rumor that banks will seize everyone's savings overnight. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The United Nations confirmed an update to urban housing projects The United Nations confirmed an update to urban housing projects, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post insists without any proof that the moon landing was staged in a studio A trending Facebook post insists without any proof that the moon landing was staged in a studio. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"Local police officials began an investigation into school curriculum changes Local police officials began an investigation into school curriculum changes, according to an official statement released on Monday. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The United Nations announced a new policy on agricultural subsidies The United Nations announced a new policy on agricultural subsidies, as stated in the official press release. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The election commission issued official guidelines for air quality monitoring The election commission issued official guidelines for air quality monitoring, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The United Nations confirmed an update to public healthcare spending The United Nations confirmed an update to public healthcare spending, in a statement published on the official website. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The state government reported a change in urban housing projects The state government reported a change in urban housing projects, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"An unnamed source spreads the rumor that the moon landing was staged in a studio An unnamed source spreads the rumor that the moon landing was staged in a studio. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",1
"Unverified social media reports secretly proves that eating garlic prevents all viruses Unverified social media reports secretly proves that eating garlic prevents all viruses. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",1
"A mysterious leaked document secretly proves that eating garlic prevents all viruses A mysterious leaked document secretly proves that eating garlic prevents all viruses. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",1
"The weather department scheduled a meeting to discuss digital payment regulations The weather department scheduled a meeting to discuss digital payment regulations, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A viral WhatsApp message warns everyone that the moon landing was staged in a studio A viral WhatsApp message warns everyone that the moon landing was staged in a studio. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",1
"The Ministry of Health announced a new policy on agricultural subsidies The Ministry of Health announced a new policy on agricultural subsidies, citing verified government records. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"The central government began an investigation into infrastructure development The central government began an investigation into infrastructure development, following a review by an independent committee. Officials said the decision follows months of review and public consultation, and further details will be shared in the coming weeks through official channels.",0
"A trending Facebook post warns everyone that the internet will shut down forever tomorrow A trending Facebook post warns everyone that the internet will shut down forever tomorrow. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",1
