title,text,subject,date
An unnamed source spreads the rumor that a doomsday asteroid will hit earth next week,"An unnamed source spreads the rumor that a doomsday asteroid will hit earth next week. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post spreads the rumor that vaccines contain tracking chips,"A trending Facebook post spreads the rumor that vaccines contain tracking chips. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post shows undeniable evidence that a celebrity secretly died years ago,"An anonymous online post shows undeniable evidence that a celebrity secretly died years ago. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports shows undeniable evidence that a famous politician is secretly a robot,"Unverified social media reports shows undeniable evidence that a famous politician is secretly a robot. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post exposes how the moon landing was staged in a studio,"A trending Facebook post exposes how the moon landing was staged in a studio. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A secret insider spreads the rumor that 5G towers are controlling people's minds,"A secret insider spreads the rumor that 5G towers are controlling people's minds. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document secretly proves that drinking hot water cures all diseases,"A mysterious leaked document secretly proves that drinking hot water cures all diseases. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A secret insider reveals the shocking truth that the internet will shut down forever tomorrow,"A secret insider reveals the shocking truth that the internet will shut down forever tomorrow. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports secretly proves that the internet will shut down forever tomorrow,"Unverified social media reports secretly proves that the internet will shut down forever tomorrow. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document shows undeniable evidence that drinking hot water cures all diseases,"A mysterious leaked document shows undeniable evidence that drinking hot water cures all diseases. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document secretly proves that a magic fruit cures cancer instantly,"A mysterious leaked document secretly proves that a magic fruit cures cancer instantly. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document claims that the internet will shut down forever tomorrow,"A mysterious leaked document claims that the internet will shut down forever tomorrow. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document claims that the government is hiding aliens,"A mysterious leaked document claims that the government is hiding aliens. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim spreads the rumor that drinking hot water cures all diseases,"A shocking new claim spreads the rumor that drinking hot water cures all diseases. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor shows undeniable evidence that vaccines contain tracking chips,"A miracle cure rumor shows undeniable evidence that vaccines contain tracking chips. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post exposes how banks will seize everyone's savings overnight,"A trending Facebook post exposes how banks will seize everyone's savings overnight. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document spreads the rumor that drinking hot water cures all diseases,"A mysterious leaked document spreads the rumor that drinking hot water cures all diseases. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source spreads the rumor that drinking hot water cures all diseases,"An unnamed source spreads the rumor that drinking hot water cures all diseases. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim warns everyone that eating garlic prevents all viruses,"A shocking new claim warns everyone that eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post secretly proves that drinking hot water cures all diseases,"An anonymous online post secretly proves that drinking hot water cures all diseases. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor secretly proves that a doomsday asteroid will hit earth next week,"A miracle cure rumor secretly proves that a doomsday asteroid will hit earth next week. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post spreads the rumor that 5G towers are controlling people's minds,"A trending Facebook post spreads the rumor that 5G towers are controlling people's minds. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document claims that eating garlic prevents all viruses,"A mysterious leaked document claims that eating garlic prevents all viruses. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports secretly proves that 5G towers are controlling people's minds,"Unverified social media reports secretly proves that 5G towers are controlling people's minds. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim secretly proves that banks will seize everyone's savings overnight,"A shocking new claim secretly proves that banks will seize everyone's savings overnight. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim claims that the moon landing was staged in a studio,"A shocking new claim claims that the moon landing was staged in a studio. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor spreads the rumor that 5G towers are controlling people's minds,"A miracle cure rumor spreads the rumor that 5G towers are controlling people's minds. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports shows undeniable evidence that the internet will shut down forever tomorrow,"Unverified social media reports shows undeniable evidence that the internet will shut down forever tomorrow. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post reveals the shocking truth that a famous politician is secretly a robot,"A trending Facebook post reveals the shocking truth that a famous politician is secretly a robot. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document secretly proves that the moon landing was staged in a studio,"A mysterious leaked document secretly proves that the moon landing was staged in a studio. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory secretly proves that a famous politician is secretly a robot,"A bizarre conspiracy theory secretly proves that a famous politician is secretly a robot. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document warns everyone that drinking hot water cures all diseases,"A mysterious leaked document warns everyone that drinking hot water cures all diseases. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim shows undeniable evidence that eating garlic prevents all viruses,"A shocking new claim shows undeniable evidence that eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post reveals the shocking truth that vaccines contain tracking chips,"A trending Facebook post reveals the shocking truth that vaccines contain tracking chips. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source shows undeniable evidence that a doomsday asteroid will hit earth next week,"An unnamed source shows undeniable evidence that a doomsday asteroid will hit earth next week. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post reveals the shocking truth that eating garlic prevents all viruses,"A trending Facebook post reveals the shocking truth that eating garlic prevents all viruses. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source exposes how eating garlic prevents all viruses,"An unnamed source exposes how eating garlic prevents all viruses. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A viral WhatsApp message reveals the shocking truth that a celebrity secretly died years ago,"A viral WhatsApp message reveals the shocking truth that a celebrity secretly died years ago. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document claims that banks will seize everyone's savings overnight,"A mysterious leaked document claims that banks will seize everyone's savings overnight. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory spreads the rumor that 5G towers are controlling people's minds,"A bizarre conspiracy theory spreads the rumor that 5G towers are controlling people's minds. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor insists without any proof that a famous politician is secretly a robot,"A miracle cure rumor insists without any proof that a famous politician is secretly a robot. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post spreads the rumor that a magic fruit cures cancer instantly,"An anonymous online post spreads the rumor that a magic fruit cures cancer instantly. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A secret insider exposes how a famous politician is secretly a robot,"A secret insider exposes how a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim exposes how the moon landing was staged in a studio,"A shocking new claim exposes how the moon landing was staged in a studio. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document insists without any proof that a doomsday asteroid will hit earth next week,"A mysterious leaked document insists without any proof that a doomsday asteroid will hit earth next week. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post reveals the shocking truth that a magic fruit cures cancer instantly,"A trending Facebook post reveals the shocking truth that a magic fruit cures cancer instantly. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A secret insider reveals the shocking truth that the moon landing was staged in a studio,"A secret insider reveals the shocking truth that the moon landing was staged in a studio. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory spreads the rumor that the moon landing was staged in a studio,"A bizarre conspiracy theory spreads the rumor that the moon landing was staged in a studio. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports exposes how eating garlic prevents all viruses,"Unverified social media reports exposes how eating garlic prevents all viruses. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post claims that a celebrity secretly died years ago,"A trending Facebook post claims that a celebrity secretly died years ago. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory warns everyone that 5G towers are controlling people's minds,"A bizarre conspiracy theory warns everyone that 5G towers are controlling people's minds. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post reveals the shocking truth that the government is hiding aliens,"A trending Facebook post reveals the shocking truth that the government is hiding aliens. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim shows undeniable evidence that a doomsday asteroid will hit earth next week,"A shocking new claim shows undeniable evidence that a doomsday asteroid will hit earth next week. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory insists without any proof that drinking hot water cures all diseases,"A bizarre conspiracy theory insists without any proof that drinking hot water cures all diseases. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post spreads the rumor that drinking hot water cures all diseases,"An anonymous online post spreads the rumor that drinking hot water cures all diseases. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post shows undeniable evidence that a doomsday asteroid will hit earth next week,"A trending Facebook post shows undeniable evidence that a doomsday asteroid will hit earth next week. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source spreads the rumor that vaccines contain tracking chips,"An unnamed source spreads the rumor that vaccines contain tracking chips. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post warns everyone that the moon landing was staged in a studio,"A trending Facebook post warns everyone that the moon landing was staged in a studio. This has been hidden from the public for years. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor warns everyone that drinking hot water cures all diseases,"A miracle cure rumor warns everyone that drinking hot water cures all diseases. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source exposes how a doomsday asteroid will hit earth next week,"An unnamed source exposes how a doomsday asteroid will hit earth next week. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A viral WhatsApp message shows undeniable evidence that the internet will shut down forever tomorrow,"A viral WhatsApp message shows undeniable evidence that the internet will shut down forever tomorrow. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor spreads the rumor that banks will seize everyone's savings overnight,"A miracle cure rumor spreads the rumor that banks will seize everyone's savings overnight. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory spreads the rumor that a magic fruit cures cancer instantly,"A bizarre conspiracy theory spreads the rumor that a magic fruit cures cancer instantly. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory insists without any proof that vaccines contain tracking chips,"A bizarre conspiracy theory insists without any proof that vaccines contain tracking chips. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports secretly proves that eating garlic prevents all viruses,"Unverified social media reports secretly proves that eating garlic prevents all viruses. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports insists without any proof that the government is hiding aliens,"Unverified social media reports insists without any proof that the government is hiding aliens. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post insists without any proof that the moon landing was staged in a studio,"A trending Facebook post insists without any proof that the moon landing was staged in a studio. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post claims that banks will seize everyone's savings overnight,"A trending Facebook post claims that banks will seize everyone's savings overnight. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post spreads the rumor that drinking hot water cures all diseases,"An anonymous online post spreads the rumor that drinking hot water cures all diseases. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A viral WhatsApp message warns everyone that the moon landing was staged in a studio,"A viral WhatsApp message warns everyone that the moon landing was staged in a studio. Wake up people, mainstream media won't tell you this! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An anonymous online post spreads the rumor that 5G towers are controlling people's minds,"An anonymous online post spreads the rumor that 5G towers are controlling people's minds. No official source has confirmed this, but people believe it anyway. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A miracle cure rumor insists without any proof that a famous politician is secretly a robot,"A miracle cure rumor insists without any proof that a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A secret insider insists without any proof that a magic fruit cures cancer instantly,"A secret insider insists without any proof that a magic fruit cures cancer instantly. You won't believe what happens next. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A bizarre conspiracy theory claims that eating garlic prevents all viruses,"A bizarre conspiracy theory claims that eating garlic prevents all viruses. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
Unverified social media reports shows undeniable evidence that a celebrity secretly died years ago,"Unverified social media reports shows undeniable evidence that a celebrity secretly died years ago. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
An unnamed source reveals the shocking truth that a famous politician is secretly a robot,"An unnamed source reveals the shocking truth that a famous politician is secretly a robot. Doctors don't want you to know this one simple trick. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A trending Facebook post warns everyone that the internet will shut down forever tomorrow,"A trending Facebook post warns everyone that the internet will shut down forever tomorrow. Forward to everyone you know right now. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A viral WhatsApp message claims that a magic fruit cures cancer instantly,"A viral WhatsApp message claims that a magic fruit cures cancer instantly. Share this before it gets deleted!!! Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A mysterious leaked document exposes how a magic fruit cures cancer instantly,"A mysterious leaked document exposes how a magic fruit cures cancer instantly. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
A shocking new claim secretly proves that a doomsday asteroid will hit earth next week,"A shocking new claim secretly proves that a doomsday asteroid will hit earth next week. This message has already been shared a million times. Experts have not verified this claim, but it continues to spread rapidly online.",news,2024-01-01
